HG00592	EAS	CHS	male
HG00593	EAS	CHS	female
HG00595	EAS	CHS	male
HG00596	EAS	CHS	female
HG00598	EAS	CHS	male
HG00599	EAS	CHS	female
HG00607	EAS	CHS	male
HG00608	EAS	CHS	female
HG00610	EAS	CHS	male
HG00611	EAS	CHS	female
HG00613	EAS	CHS	male
HG00614	EAS	CHS	female
HG00619	EAS	CHS	male
HG00620	EAS	CHS	female
HG00622	EAS	CHS	male
HG00623	EAS	CHS	female
HG00625	EAS	CHS	male
HG00626	EAS	CHS	female
HG00628	EAS	CHS	male
HG00629	EAS	CHS	female
HG00631	EAS	CHS	male
HG00632	EAS	CHS	female
HG00634	EAS	CHS	male
HG00637	AMR	PUR	male
HG00638	AMR	PUR	female
HG00640	AMR	PUR	male
HG00641	AMR	PUR	female
HG00650	EAS	CHS	male
HG00651	EAS	CHS	female
HG00653	EAS	CHS	male
HG00654	EAS	CHS	female
HG00656	EAS	CHS	male
HG00657	EAS	CHS	female
HG00662	EAS	CHS	male
HG00663	EAS	CHS	female
HG00671	EAS	CHS	male
HG00672	EAS	CHS	female
HG00674	EAS	CHS	male
HG00675	EAS	CHS	female
HG00683	EAS	CHS	male
HG00684	EAS	CHS	female
HG00689	EAS	CHS	male
HG00690	EAS	CHS	female
HG00692	EAS	CHS	male
HG00693	EAS	CHS	female
HG00698	EAS	CHS	male
HG00699	EAS	CHS	female
HG00701	EAS	CHS	male
HG00704	EAS	CHS	male
HG00705	EAS	CHS	female
HG00707	EAS	CHS	male
HG00708	EAS	CHS	female
HG00717	EAS	CHS	female
HG00728	EAS	CHS	male
HG00729	EAS	CHS	female
HG00731	AMR	PUR	male
HG00732	AMR	PUR	female
HG00734	AMR	PUR	female
HG00736	AMR	PUR	male
HG00737	AMR	PUR	female
HG00739	AMR	PUR	male
HG00740	AMR	PUR	female
HG00742	AMR	PUR	male
HG00743	AMR	PUR	female
HG00759	EAS	CDX	female
HG00766	EAS	CDX	female
HG00844	EAS	CDX	male
HG00851	EAS	CDX	female
HG00864	EAS	CDX	female
HG00867	EAS	CDX	female
HG00879	EAS	CDX	female
HG00881	EAS	CDX	male
HG00956	EAS	CDX	female
HG00978	EAS	CDX	female
HG00982	EAS	CDX	male
HG01028	EAS	CDX	male
HG01029	EAS	CDX	female
HG01031	EAS	CDX	male
HG01046	EAS	CDX	female
HG01047	AMR	PUR	male
HG01048	AMR	PUR	male
HG01049	AMR	PUR	female
HG01051	AMR	PUR	male
HG01052	AMR	PUR	female
HG01054	AMR	PUR	male
HG01055	AMR	PUR	female
HG01058	AMR	PUR	female
HG01060	AMR	PUR	male
HG01061	AMR	PUR	female
HG01063	AMR	PUR	male
HG01064	AMR	PUR	female
HG01066	AMR	PUR	male
HG01067	AMR	PUR	female
HG01069	AMR	PUR	male
HG01070	AMR	PUR	female
HG01072	AMR	PUR	male
HG01073	AMR	PUR	female
HG01075	AMR	PUR	male
HG01077	AMR	PUR	female
HG01079	AMR	PUR	male
HG01080	AMR	PUR	female
HG01082	AMR	PUR	male
HG01083	AMR	PUR	female
HG01085	AMR	PUR	male
HG01086	AMR	PUR	female
HG01088	AMR	PUR	male
HG01089	AMR	PUR	female
HG01092	AMR	PUR	female
HG01094	AMR	PUR	male
HG01095	AMR	PUR	female
HG01097	AMR	PUR	male
HG01098	AMR	PUR	female
HG01101	AMR	PUR	male
HG01102	AMR	PUR	female
HG01104	AMR	PUR	male
HG01105	AMR	PUR	female
HG01107	AMR	PUR	male
HG01108	AMR	PUR	female
HG01110	AMR	PUR	male
HG01111	AMR	PUR	female
HG01112	AMR	CLM	male
HG01113	AMR	CLM	female
HG01119	AMR	CLM	female
HG01121	AMR	CLM	male
HG01122	AMR	CLM	female
HG01124	AMR	CLM	male
HG01125	AMR	CLM	female
HG01130	AMR	CLM	male
HG01131	AMR	CLM	female
HG01133	AMR	CLM	male
HG01134	AMR	CLM	female
HG01136	AMR	CLM	male
HG01137	AMR	CLM	female
HG01139	AMR	CLM	male
HG01140	AMR	CLM	female
HG01142	AMR	CLM	male
HG01148	AMR	CLM	male
HG01149	AMR	CLM	female
HG01161	AMR	PUR	male
HG01162	AMR	PUR	female
HG01164	AMR	PUR	male
HG01167	AMR	PUR	male
HG01168	AMR	PUR	female
HG01170	AMR	PUR	male
HG01171	AMR	PUR	female
HG01173	AMR	PUR	male
HG01174	AMR	PUR	female
HG01176	AMR	PUR	male
HG01177	AMR	PUR	female
HG01182	AMR	PUR	male
HG01183	AMR	PUR	female
HG01187	AMR	PUR	male
HG01188	AMR	PUR	female
HG01190	AMR	PUR	male
HG01191	AMR	PUR	female
HG01197	AMR	PUR	male
HG01198	AMR	PUR	female
HG01200	AMR	PUR	male
HG01204	AMR	PUR	male
HG01205	AMR	PUR	female
HG01241	AMR	PUR	male
HG01242	AMR	PUR	female
HG01247	AMR	PUR	male
HG01248	AMR	PUR	female
HG01250	AMR	CLM	male
HG01251	AMR	CLM	female
HG01253	AMR	CLM	male
HG01254	AMR	CLM	female
HG01256	AMR	CLM	male
HG01257	AMR	CLM	female
HG01259	AMR	CLM	male
HG01260	AMR	CLM	female
HG01269	AMR	CLM	female
HG01271	AMR	CLM	male
HG01272	AMR	CLM	female
HG01275	AMR	CLM	female
HG01277	AMR	CLM	male
HG01280	AMR	CLM	male
HG01281	AMR	CLM	female
HG01284	AMR	CLM	female
HG01286	AMR	PUR	male
HG01302	AMR	PUR	male
HG01303	AMR	PUR	female
HG01305	AMR	PUR	male
HG01308	AMR	PUR	male
HG01311	AMR	PUR	male
HG01312	AMR	PUR	female
HG01323	AMR	PUR	female
HG01325	AMR	PUR	male
HG01326	AMR	PUR	female
HG01334	EUR	GBR	male
HG01341	AMR	CLM	male
HG01342	AMR	CLM	female
HG01344	AMR	CLM	male
HG01345	AMR	CLM	female
HG01348	AMR	CLM	female
HG01350	AMR	CLM	male
HG01351	AMR	CLM	female
HG01353	AMR	CLM	male
HG01354	AMR	CLM	female
HG01356	AMR	CLM	male
HG01357	AMR	CLM	female
HG01359	AMR	CLM	male
HG01360	AMR	CLM	female
HG01362	AMR	CLM	male
HG01363	AMR	CLM	female
HG01365	AMR	CLM	male
HG01366	AMR	CLM	female
HG01369	AMR	CLM	female
HG01372	AMR	CLM	female
HG01374	AMR	CLM	male
HG01375	AMR	CLM	female
HG01377	AMR	CLM	male
HG01378	AMR	CLM	female
HG01383	AMR	CLM	male
HG01384	AMR	CLM	female
HG01389	AMR	CLM	male
HG01390	AMR	CLM	female
HG01392	AMR	PUR	male
HG01393	AMR	PUR	female
HG01395	AMR	PUR	male
HG01396	AMR	PUR	female
HG01398	AMR	PUR	male
HG01402	AMR	PUR	male
HG01403	AMR	PUR	female
HG01405	AMR	PUR	male
HG01412	AMR	PUR	male
HG01413	AMR	PUR	male
HG01414	AMR	PUR	female
HG01431	AMR	CLM	male
HG01432	AMR	CLM	female
HG01435	AMR	CLM	female
HG01437	AMR	CLM	male
HG01438	AMR	CLM	female
HG01440	AMR	CLM	male
HG01441	AMR	CLM	female
HG01443	AMR	CLM	male
HG01444	AMR	CLM	female
HG01447	AMR	CLM	female
HG01455	AMR	CLM	male
HG01456	AMR	CLM	female
HG01459	AMR	CLM	female
HG01461	AMR	CLM	male
HG01462	AMR	CLM	female
HG01464	AMR	CLM	male
HG01465	AMR	CLM	female
HG01468	AMR	CLM	female
HG01474	AMR	CLM	female
HG01479	AMR	CLM	male
HG01485	AMR	CLM	male
HG01486	AMR	CLM	female
HG01488	AMR	CLM	male
HG01489	AMR	CLM	female
HG01491	AMR	CLM	male
HG01492	AMR	CLM	female
HG01494	AMR	CLM	male
HG01495	AMR	CLM	female
HG01497	AMR	CLM	male
HG01498	AMR	CLM	female
HG01500	EUR	IBS	male
HG01501	EUR	IBS	female
HG01503	EUR	IBS	male
HG01504	EUR	IBS	female
HG01506	EUR	IBS	male
HG01507	EUR	IBS	female
HG01509	EUR	IBS	male
HG01510	EUR	IBS	female
HG01512	EUR	IBS	male
HG01513	EUR	IBS	female
HG01515	EUR	IBS	male
HG01516	EUR	IBS	female
HG01518	EUR	IBS	male
HG01519	EUR	IBS	female
HG01521	EUR	IBS	male
HG01522	EUR	IBS	female
HG01524	EUR	IBS	male
HG01525	EUR	IBS	female
HG01527	EUR	IBS	male
HG01528	EUR	IBS	female
HG01530	EUR	IBS	male
HG01531	EUR	IBS	female
HG01536	EUR	IBS	male
HG01537	EUR	IBS	female
HG01550	AMR	CLM	male
HG01551	AMR	CLM	female
HG01556	AMR	CLM	male
HG01565	AMR	PEL	male
HG01566	AMR	PEL	female
HG01571	AMR	PEL	male
HG01572	AMR	PEL	female
HG01577	AMR	PEL	male
HG01578	AMR	PEL	female
HG01583	SAS	PJL	male
HG01586	SAS	PJL	male
HG01589	SAS	PJL	male
HG01593	SAS	PJL	female
HG01595	EAS	KHV	female
HG01596	EAS	KHV	male
HG01597	EAS	KHV	female
HG01598	EAS	KHV	female
HG01599	EAS	KHV	female
HG01600	EAS	KHV	female
HG01602	EUR	IBS	female
HG01603	EUR	IBS	male
HG01605	EUR	IBS	female
HG01606	EUR	IBS	male
HG01607	EUR	IBS	female
HG01608	EUR	IBS	male
HG01610	EUR	IBS	male
HG01612	EUR	IBS	female
HG01613	EUR	IBS	female
HG01615	EUR	IBS	male
HG01617	EUR	IBS	male
HG01618	EUR	IBS	female
HG01619	EUR	IBS	male
HG01620	EUR	IBS	female
HG01623	EUR	IBS	female
HG01624	EUR	IBS	male
HG01625	EUR	IBS	male
HG01626	EUR	IBS	female
HG01628	EUR	IBS	female
HG01630	EUR	IBS	male
HG01631	EUR	IBS	male
HG01632	EUR	IBS	female
HG01668	EUR	IBS	female
HG01669	EUR	IBS	male
HG01670	EUR	IBS	female
HG01672	EUR	IBS	male
HG01673	EUR	IBS	female
HG01675	EUR	IBS	male
HG01676	EUR	IBS	female
HG01678	EUR	IBS	male
HG01679	EUR	IBS	female
HG01680	EUR	IBS	male
HG01682	EUR	IBS	male
HG01684	EUR	IBS	female
HG01685	EUR	IBS	female
HG01686	EUR	IBS	male
HG01694	EUR	IBS	male
HG01695	EUR	IBS	female
HG01697	EUR	IBS	female
HG01699	EUR	IBS	male
HG01700	EUR	IBS	male
HG01702	EUR	IBS	female
HG01704	EUR	IBS	female
HG01705	EUR	IBS	male
HG01707	EUR	IBS	female
HG01708	EUR	IBS	male
HG01709	EUR	IBS	male
HG01710	EUR	IBS	female
HG01746	EUR	IBS	female
HG01747	EUR	IBS	male
HG01756	EUR	IBS	male
HG01757	EUR	IBS	female
HG01761	EUR	IBS	male
HG01762	EUR	IBS	female
HG01765	EUR	IBS	male
HG01766	EUR	IBS	female
HG01767	EUR	IBS	male
HG01768	EUR	IBS	female
HG01770	EUR	IBS	female
HG01771	EUR	IBS	male
HG01773	EUR	IBS	female
HG01775	EUR	IBS	male
HG01776	EUR	IBS	female
HG01777	EUR	IBS	male
HG01779	EUR	IBS	female
HG01781	EUR	IBS	male
HG01783	EUR	IBS	male
HG01784	EUR	IBS	female
HG01785	EUR	IBS	male
HG01786	EUR	IBS	female
HG01789	EUR	GBR	male
HG01790	EUR	GBR	female
HG01791	EUR	GBR	male
HG01794	EAS	CDX	female
HG01795	EAS	CDX	female
HG01796	EAS	CDX	female
HG01797	EAS	CDX	female
HG01798	EAS	CDX	female
HG01799	EAS	CDX	female
HG01800	EAS	CDX	female
HG01801	EAS	CDX	female
HG01802	EAS	CDX	female
HG01804	EAS	CDX	female
HG01805	EAS	CDX	female
HG01806	EAS	CDX	female
HG01807	EAS	CDX	female
HG01808	EAS	CDX	female
HG01809	EAS	CDX	female
HG01810	EAS	CDX	male
HG01811	EAS	CDX	male
HG01812	EAS	CDX	female
HG01813	EAS	CDX	female
HG01815	EAS	CDX	female
HG01816	EAS	CDX	male
HG01817	EAS	CDX	female
HG01840	EAS	KHV	male
HG01841	EAS	KHV	female
HG01842	EAS	KHV	male
HG01843	EAS	KHV	female
HG01844	EAS	KHV	male
HG01845	EAS	KHV	female
HG01846	EAS	KHV	male
HG01847	EAS	KHV	female
HG01848	EAS	KHV	female
HG01849	EAS	KHV	male
HG01850	EAS	KHV	female
HG01851	EAS	KHV	female
HG01852	EAS	KHV	male
HG01853	EAS	KHV	female
HG01855	EAS	KHV	female
HG01857	EAS	KHV	female
HG01858	EAS	KHV	female
HG01859	EAS	KHV	female
HG01860	EAS	KHV	male
HG01861	EAS	KHV	male
HG01862	EAS	KHV	female
HG01863	EAS	KHV	female
HG01864	EAS	KHV	male
HG01865	EAS	KHV	male
HG01866	EAS	KHV	male
HG01867	EAS	KHV	male
HG01868	EAS	KHV	female
HG01869	EAS	KHV	female
HG01870	EAS	KHV	female
HG01871	EAS	KHV	female
HG01872	EAS	KHV	male
HG01873	EAS	KHV	male
HG01874	EAS	KHV	female
HG01878	EAS	KHV	female
HG01879	AFR	ACB	male
HG01880	AFR	ACB	female
HG01882	AFR	ACB	male
HG01883	AFR	ACB	female
HG01885	AFR	ACB	male
HG01886	AFR	ACB	female
HG01889	AFR	ACB	female
HG01890	AFR	ACB	male
HG01892	AMR	PEL	male
HG01893	AMR	PEL	female
HG01894	AFR	ACB	female
HG01896	AFR	ACB	female
HG01912	AFR	ACB	male
HG01914	AFR	ACB	male
HG01915	AFR	ACB	female
HG01917	AMR	PEL	male
HG01918	AMR	PEL	female
HG01920	AMR	PEL	male
HG01921	AMR	PEL	female
HG01923	AMR	PEL	male
HG01924	AMR	PEL	female
HG01926	AMR	PEL	male
HG01927	AMR	PEL	female
HG01932	AMR	PEL	male
HG01933	AMR	PEL	female
HG01935	AMR	PEL	male
HG01936	AMR	PEL	female
HG01938	AMR	PEL	male
HG01939	AMR	PEL	female
HG01941	AMR	PEL	male
HG01942	AMR	PEL	female
HG01944	AMR	PEL	male
HG01945	AMR	PEL	female
HG01947	AMR	PEL	male
HG01948	AMR	PEL	female
HG01950	AMR	PEL	male
HG01951	AMR	PEL	female
HG01953	AMR	PEL	male
HG01954	AMR	PEL	female
HG01956	AFR	ACB	female
HG01958	AFR	ACB	female
HG01961	AMR	PEL	male
HG01965	AMR	PEL	female
HG01967	AMR	PEL	male
HG01968	AMR	PEL	female
HG01970	AMR	PEL	male
HG01971	AMR	PEL	female
HG01973	AMR	PEL	female
HG01974	AMR	PEL	male
HG01976	AMR	PEL	female
HG01977	AMR	PEL	male
HG01979	AMR	PEL	male
HG01980	AMR	PEL	female
HG01982	AMR	PEL	male
HG01985	AFR	ACB	female
HG01986	AFR	ACB	male
HG01988	AFR	ACB	male
HG01989	AFR	ACB	female
HG01990	AFR	ACB	male
HG01991	AMR	PEL	male
HG01992	AMR	PEL	female
HG01997	AMR	PEL	female
HG02002	AMR	PEL	male
HG02003	AMR	PEL	female
HG02006	AMR	PEL	female
HG02008	AMR	PEL	male
HG02009	AFR	ACB	male
HG02010	AFR	ACB	female
HG02012	AFR	ACB	female
HG02013	AFR	ACB	male
HG02014	AFR	ACB	male
HG02016	EAS	KHV	female
HG02017	EAS	KHV	male
HG02019	EAS	KHV	female
HG02020	EAS	KHV	male
HG02023	EAS	KHV	male
HG02025	EAS	KHV	female
HG02026	EAS	KHV	male
HG02028	EAS	KHV	female
HG02029	EAS	KHV	male
HG02031	EAS	KHV	female
HG02032	EAS	KHV	male
HG02035	EAS	KHV	male
HG02040	EAS	KHV	male
HG02047	EAS	KHV	male
HG02048	EAS	KHV	female
HG02049	EAS	KHV	female
HG02050	EAS	KHV	male
HG02051	AFR	ACB	male
HG02052	AFR	ACB	female
HG02053	AFR	ACB	male
HG02054	AFR	ACB	female
HG02057	EAS	KHV	female
HG02058	EAS	KHV	male
HG02060	EAS	KHV	female
HG02061	EAS	KHV	male
HG02064	EAS	KHV	male
HG02067	EAS	KHV	male
HG02069	EAS	KHV	female
HG02070	EAS	KHV	male
HG02072	EAS	KHV	female
HG02073	EAS	KHV	male
HG02075	EAS	KHV	female
HG02076	EAS	KHV	male
HG02078	EAS	KHV	female
HG02079	EAS	KHV	male
HG02081	EAS	KHV	female
HG02082	EAS	KHV	male
HG02084	EAS	KHV	female
HG02085	EAS	KHV	male
HG02086	EAS	KHV	female
HG02087	EAS	KHV	female
HG02088	EAS	KHV	male
HG02089	AMR	PEL	female
HG02090	AMR	PEL	male
HG02095	AFR	ACB	female
HG02102	AMR	PEL	female
HG02104	AMR	PEL	male
HG02105	AMR	PEL	female
HG02107	AFR	ACB	male
HG02108	AFR	ACB	female
HG02111	AFR	ACB	female
HG02113	EAS	KHV	female
HG02116	EAS	KHV	male
HG02121	EAS	KHV	female
HG02122	EAS	KHV	male
HG02127	EAS	KHV	female
HG02128	EAS	KHV	male
HG02130	EAS	KHV	female
HG02131	EAS	KHV	male
HG02133	EAS	KHV	female
HG02134	EAS	KHV	male
HG02136	EAS	KHV	female
HG02137	EAS	KHV	male
HG02138	EAS	KHV	male
HG02139	EAS	KHV	female
HG02140	EAS	KHV	female
HG02141	EAS	KHV	male
HG02142	EAS	KHV	female
HG02143	AFR	ACB	male
HG02144	AFR	ACB	female
HG02146	AMR	PEL	male
HG02147	AMR	PEL	female
HG02150	AMR	PEL	male
HG02151	EAS	CDX	female
HG02152	EAS	CDX	female
HG02153	EAS	CDX	female
HG02154	EAS	CDX	female
HG02155	EAS	CDX	female
HG02156	EAS	CDX	female
HG02164	EAS	CDX	female
HG02165	EAS	CDX	female
HG02166	EAS	CDX	female
HG02178	EAS	CDX	female
HG02179	EAS	CDX	female
HG02180	EAS	CDX	female
HG02181	EAS	CDX	female
HG02182	EAS	CDX	female
HG02184	EAS	CDX	female
HG02185	EAS	CDX	female
HG02186	EAS	CDX	female
HG02187	EAS	CDX	female
HG02188	EAS	CDX	female
HG02190	EAS	CDX	female
HG02215	EUR	GBR	female
HG02219	EUR	IBS	male
HG02220	EUR	IBS	female
HG02221	EUR	IBS	male
HG02223	EUR	IBS	female
HG02224	EUR	IBS	male
HG02230	EUR	IBS	female
HG02231	EUR	IBS	male
HG02232	EUR	IBS	female
HG02233	EUR	IBS	male
HG02235	EUR	IBS	female
HG02236	EUR	IBS	male
HG02238	EUR	IBS	male
HG02239	EUR	IBS	female
HG02250	EAS	CDX	male
HG02252	AMR	PEL	female
HG02253	AMR	PEL	male
HG02255	AFR	ACB	male
HG02256	AFR	ACB	female
HG02259	AMR	PEL	male
HG02260	AMR	PEL	female
HG02262	AMR	PEL	male
HG02265	AMR	PEL	male
HG02266	AMR	PEL	female
HG02271	AMR	PEL	male
HG02272	AMR	PEL	female
HG02274	AMR	PEL	male
HG02275	AMR	PEL	female
HG02277	AMR	PEL	male
HG02278	AMR	PEL	female
HG02281	AFR	ACB	male
HG02282	AFR	ACB	female
HG02283	AFR	ACB	male
HG02284	AFR	ACB	male
HG02285	AMR	PEL	male
HG02286	AMR	PEL	female
HG02291	AMR	PEL	male
HG02292	AMR	PEL	female
HG02298	AMR	PEL	female
HG02299	AMR	PEL	male
HG02301	AMR	PEL	female
HG02304	AMR	PEL	male
HG02307	AFR	ACB	male
HG02308	AFR	ACB	female
HG02309	AFR	ACB	female
HG02312	AMR	PEL	female
HG02314	AFR	ACB	male
HG02315	AFR	ACB	female
HG02317	AFR	ACB	male
HG02318	AFR	ACB	female
HG02322	AFR	ACB	female
HG02323	AFR	ACB	male
HG02325	AFR	ACB	female
HG02330	AFR	ACB	male
HG02332	AFR	ACB	male
HG02334	AFR	ACB	male
HG02337	AFR	ACB	female
HG02339	AFR	ACB	female
HG02343	AFR	ACB	male
HG02345	AMR	PEL	female
HG02348	AMR	PEL	female
HG02351	EAS	CDX	male
HG02353	EAS	CDX	male
HG02355	EAS	CDX	male
HG02356	EAS	CDX	male
HG02360	EAS	CDX	male
HG02364	EAS	CDX	male
HG02367	EAS	CDX	male
HG02371	EAS	CDX	male
HG02373	EAS	CDX	male
HG02374	EAS	CDX	male
HG02375	EAS	CDX	male
HG02379	EAS	CDX	male
HG02380	EAS	CDX	male
HG02382	EAS	CDX	male
HG02383	EAS	CDX	male
HG02384	EAS	CDX	male
HG02385	EAS	CDX	male
HG02386	EAS	CDX	male
HG02389	EAS	CDX	male
HG02390	EAS	CDX	male
HG02391	EAS	CDX	male
HG02392	EAS	CDX	male
HG02394	EAS	CDX	male
HG02395	EAS	CDX	male
HG02396	EAS	CDX	male
HG02397	EAS	CDX	male
HG02398	EAS	CDX	male
HG02399	EAS	CDX	male
HG02401	EAS	CDX	male
HG02402	EAS	CDX	male
HG02406	EAS	CDX	male
HG02407	EAS	CDX	male
HG02408	EAS	CDX	male
HG02409	EAS	CDX	male
HG02410	EAS	CDX	male
